Contract_Title,Contract_Value,Supplier_Name,Award_Date
Pan-London Domiciliary Care AQP 2023,0.0,IMMACULATE HEALTHCARE SERVICES  LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,MICBEE CARE & EMPLOYMENT LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,TRUST CARE SOLUTIONS LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,OPTIMALCAREPLUS LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,BEVERLEY MARTINS LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,PREMIER CARE SERVICES LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,OLIVE HOME CARE & SUPPORT LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,ST MARGARET HEALTHCARE SERVICES LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,WE CARE AGENCY LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,BARGAIN HEALTH CARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,BRIDGE CROSS CARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,SGE CARE AND RECRUITMENT LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,CEIBRAXS LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,TREAL CARE UK LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,THE CORNHILL GROUP SERVICES LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,BILLIONCARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,KAYOSKI CARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,ANGELIQUECARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,SSA STAR CARE LTD.,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,OPTIMUM CARE (GL) LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,DELTA HOMECARE AND TRAINING SERVICES LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,CRYSTALIZE CARE SERVICES LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,IJB HEALTHCARE LTD.,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,SPRING CONSULT UK LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,ELECT CARE CONSULTANTS LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,NEONATE HOUSE LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,RECOVERY PALACE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,WHITE SWAN HEALTHCARE LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,AUM CARE GROUP (UK) LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,JJR CARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,UK INSTANT SERVICES LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,BOLDHEART RESOURCES LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,ELEVEN SISTERS HEALTHCARE LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,OLIVES HEALTHCARE SERVICES LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,GOOD LIFE CARE LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,CAREMAX SUPPORT SERVICES LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,MONIKS CARE SERVICES LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,ZINZIKO HEALTHCARE LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,RENSTEP HEALTH CARE SERVICES LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,PERSONAL CARE SUPPORT LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,BLUE OCEAN SERVICES LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,JOYOUS LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,WILLOWBROOK CARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,MICHAELANDTANIAHACKETT LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,LIVINGWAYS CARE SERVICES LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,C & V INSPIRE TRAINING AND DEVELOPMENT CONSULTANCY LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,PURE HEALTH CARE PVT LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,CALABS SERVICES LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,VOW CARE SERVICES LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,RA CARE SERVICES LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,FIRST PLATINUM CARE SERVICES LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,UNICARE (LONDON) LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,FOREVER CARE AGENCY LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,SHELAGH CARE SERVICES LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,PLUS CARE SERVICES LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,ELMICH CARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,EXCELLENCE CARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,CALM CARE SOLUTIONS LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,LEXWIN TRADING LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,ASK CARE LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,EGH CARE SERVICES LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,IMMEDIATE SOCIAL CARE LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,LODGE GROUP CARE UK LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,KANSSAS HOME CARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,DAMA TECH LTD.,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,AQT LONDON LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,ABILITY FOCUS LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,INSPIRE MANAGEMENT GROUP LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,SUNRISE REHABILITATION CENTRE AND TRADING ASSOCIATES LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,BROOKS HEALTH AND CARE LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,STELLAR HEALTHCARE SOLUTIONS LIMITED,2023-11-29
Standard Service Agreement JEOL-Royce Electron Microscopes 2023-2024,82000.0,JEOL(U.K.)LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,NEARBYCARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,UBERTAS CARE HOMES LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,BBC CARE SERVICE LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,GREEN OLIVE CARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,CARE MISSION LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,SURECARE (ENFIELD) LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,KELLS DOMICILIARY CARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,S2O CARE SERVICES LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,HE REIGNS HEALTHCARE SERVICES LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,SARAT HEALTHCARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,PARISSE CARE CONSULTING LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,FOUNTAIN CARE SERVICES LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,IRIS CARE SERVICES LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,SAMARY CARE LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,KASE CARE LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,JAMES SANDERSON LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,FOCUS CARE LINK LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,HG HEALTH LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,GILEAD COMPLETE CARE GROUP LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,LINK DIRECT CARE LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,EXCEPTIONAL CARE AT HOME LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,FLEXSERVE UK LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,FOOS CARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,CARE MANAGERS LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,URIEL CARE2U LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,KIND SOLUTIONS LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,HEDGEROW HOMECARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,ASPIRE CARE SERVICES LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,OCEANIC CARE SERVICES LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,REED SPECIALIST RECRUITMENT LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,THREE ANGEL HEALTH CARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,VISTA CARE SOLUTIONS LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,PARADISE HOME CARE SERVICES LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,MAREGO LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,CARINGSMART LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,DCAS DIRECT PERSONNEL LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,LIVINGSTONE HEALTH CARE LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,AIDARES CARE LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,HOMECARE ALLIANCE LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,FEAN SERVICES UK LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,ELITE CAREPLUS LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,FERN CARE SERVICES LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,CARINGG LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,VIRTUS CARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,SEASON HEALTHCARE LIVING LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,FREIVAN SUPPORT SERVICES LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,HOSPIVA CARE & ASSOCIATES AGENCY LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,MAKSANUS CARE SERVICES LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,SALUS CARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,M & C CARE SERVICES LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,CARING@HOME LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,LAMBETH CARE SERVICES LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,NISACRAFTCARE LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,ASHTON CARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,CONSCIENCE CARE LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,LEGACY PRIVATE LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,PRACTICAL CARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,ABBOTS CARE LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,PURE CARE AGENCY LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,DYNAMIC PEOPLE LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,SENIOR HEALTH CARE GROUP LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,DT CARE SERVICES LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,CAREPLUS HEALTHCARE SERVICES LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,HOPE HOMECARE SERVICES LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,THE PADLE HEALTHCARE LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,IMPRESSION SERVICES LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,JS CONSULT LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,INTERNATIONAL HEALTHCARE RECRUITMENT LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,INDIVIDUALISED CARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,INTEGRITY SUPPORTED LIVING LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,PACIFIC CARE SOLUTIONS LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,GNCARESERVICES LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,ARIISE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,AMBROSIAL SERVICES LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,CAREART UK LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,DVANGUARD LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,CAREMAX LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,FABULOUS HOMECARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,CARE AT CALL LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,TEDDAR LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,HILLSIDE CARE SERVICES COMMUNITY INTEREST COMPANY,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,LIFESERVE SOLUTIONS LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,UTMOSTCARE LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,MERCURY CARE SERVICES LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,ESTEEMED CARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,IMMEDIATE QUALITY CARE (IQC) LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,ANYTIME RECRUITMENT LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,KUBLE CARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,CRESTA HEALTHCARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,AAA HEALTHCARE AGENCY LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,RAMSY HEALTH CARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,BRIGHT FUTURE CARE LTD.,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,JOHNSTON'S HOME CARE LTD.,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,GOLDSTAR CARE SERVICES LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,CHISLEHURST HEALTHCARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,DIGNIFIED HOMECARE LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,CARAMEL HEALTHCARE LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,HOLISTIC RECRUITERS LIMITED,2023-11-29
GSS23924 Cyber Security Project Manager,305232.0,HAYS SPECIALIST RECRUITMENT LIMITED,2023-11-14
Language & Interpretation Services,216000.0,DA LANGUAGES,2023-10-18
Award of a call off contract under the Ministry of Justice Prison Education DPS for HMP Whatton Fork Lift Truck Training,14853.33,COMPLETE SKILLS SOLUTIONS,2023-06-28
Supply Biomass Woodchip- SLHD,150000.0,AMP CLEAN ENERGY,2023-06-23
CCC - Insightweb,42100.0,ESRI,2023-06-22
Provision of Cybersecurity,238294.56,PHOENIX SOFTWARE LTD,2023-02-28
TfL 96033 - Transport for London Brand Licensing and Development,4727502.0,INTERNATIONAL MANAGEMENT GROUP (UK) LTD,2023-02-07
Low Cost Home Ownership Register,28277.45,HOMES CONNECTION LTD,2023-01-25
Community Development Officers,536424.0,FAMILY ACTION,2023-01-01
Treasury Management Advice and Consultancy Service,65731.0,ARLINGCLOSE LIMITED,2022-12-15
UK SBS - DDaT22378 - E-learning System,30450.0,AWAKEN LEARNING LTD,2022-11-24
UK SBS - DDaT22359 - Data Migration/Integration,208600.0,METHODS BUSINESS AND DIGITAL TECHNOLOGY LIMITED,2022-11-10
HNL Minor Design and IA,163000.0,BAM NUTTALL LTD,2022-10-22
Franking machine,358560.0,SIEMENS FINANCIAL SERVICES LTD,2022-10-17
EHRC 2223-09 IT Software Subscriptions,47472.0,BOXXE LIMITED,2022-08-09
"Bransholme Library Mechanical Plantroom Refurbishment Works at Goodhart Rd, Hull HU7 4EF",62568.0,F R SCOTT LTD,2022-05-12
Employee Benefits Portal Access,51940.0,EDENRED (EMPLOYEE BENEFITS) LIMITED,2022-01-04
Breakfast Clubs - Awarded Contract,23600000.0,FAMILY ACTION,2021-06-23
"Technology Services 3 - Lots 3a, 3b, 3c, 3d & 4",4000000000.0,2020 DELIVERY LTD.,2021-06-15
Passsport Production and Associated Services Agreement,262000000.0,THALES DIS UK LTD,2018-04-18
